NP,tag,group,count,polarity,pair
멘탈,o,['기타'],10,"[0, 1, 1]","['멘탈_바로잡', '멘탈_자랑했', '멘탈_건강']"
드레스,o,['패션'],10,"[1, 1, 1, 1]","['드레스_깜짝 놀라게', '드레스_선보였', '드레스_강조', '드레스_착용']"
연기력,o,['연기력'],10,"[1, -1, 1, -1, 1, 1, 0]","['연기력_파워풀', '연기력_실망', '연기력_노력', '연기력_부족한', '연기력_선보였', '연기력_인정받', '연기력_받은']"
인사,o,['사회성'],10,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","['인사_행복한', '인사_사랑', '인사_예쁘', '인사_상큼하', '인사_끌었', '인사_좋은', '인사_멋지', '인사_사랑하는', '인사_강렬']"
역량,o,['기타'],9,"[1, 1]","['특별한_역량', '다양한_역량']"
기술,o,['기타'],9,"[1, 1, 1]","['특별한_기술', '다양한_기술', '우수한_기술']"
타이틀곡,o,['앨범'],9,"[1, -1, 0, 1]","['화사_타이틀곡', '후회_타이틀곡', '없는_타이틀곡', '돋보이는_타이틀곡']"
역대급 퍼포먼스 무대,o,['퍼포먼스'],9,[1],['역대급 퍼포먼스 무대_높였']
꽃미모,o,['얼굴'],9,"[1, 1, -1, 1, 0]","['꽃미모_자랑했', '꽃미모_자랑한', '꽃미모_아니', '꽃미모_섹시한', '꽃미모_많은']"
디자인,o,['기타'],9,"[1, 1, 1, 1, 1]","['디자인_돋보이는', '디자인_사로잡았', '디자인_세련된', '디자인_추천한', '디자인_돋보인']"
실적,o,['기타'],9,"[1, 0, 1, 1, 1, 1, 1, 1]","['실적_달성', '실적_많은', '실적_기대', '실적_달성한', '실적_우수한', '실적_개선', '실적_뛰어넘는', '실적_기대된다']"
역대급 퍼포먼스 무대,o,['퍼포먼스'],8,[0],['없는_역대급 퍼포먼스 무대']
성숙미,o,['분위기'],8,"[1, 1, 1, 1]","['세련된_성숙미', '뽐낸_성숙미', '깊어진_성숙미', '청순하_성숙미']"
생동감,o,['분위기'],8,"[1, 1]","['생동감_설렘', '생동감_선사한']"
무대매너,o,['퍼포먼스'],8,"[1, 1]","['무대매너_뽐내', '무대매너_선보였']"
수록곡,o,['앨범'],8,"[1, -1, 1, 1]","['수록곡_좋을', '수록곡_토했', '수록곡_선보였', '수록곡_완성']"
준비,o,['기타'],8,"[-1, 1, 1, -1, 0, 1]","['준비_비웃', '준비_기대된다', '준비_성장', '준비_못할', '준비_많은', '준비_독특한']"
라디오,o,['이벤트'],8,"[1, 1, 1, -1, 1, 1, 1]","['라디오_다양한', '라디오_어울리는', '라디오_잘하', '라디오_이야기', '라디오_화사', '라디오_좋아해', '라디오_성공하']"
헤어스타일,o,['뷰티'],8,"[1, 1, 1, 1, 1, 1, 1]","['헤어스타일_사로잡', '헤어스타일_완벽하게 소화해내', '헤어스타일_사로잡는', '헤어스타일_완벽', '헤어스타일_훈훈함', '헤어스타일_끌었', '헤어스타일_선보였']"
고음,o,['가창력'],8,"[1, 1, 1, 1, 1, 1]","['고음_편안하', '고음_완벽하게 소화해내', '고음_자랑', '고음_선보였', '고음_깨끗하', '고음_완벽']"
컬래버,o,['앨범'],8,"[1, 1, 1, 1, 1, 1, 1]","['컬래버_성사', '컬래버_초월한', '컬래버_기부', '컬래버_발랄한', '컬래버_기대된다', '컬래버_다정한', '컬래버_훈훈한']"
교복 스타일링,o,['패션'],7,[1],['개성있는_교복 스타일링']
진정성,o,['기타'],7,"[1, 1]","['충분한_진정성', '사로잡은_진정성']"
표현,o,['기타'],7,"[1, 1, 0]","['좋은_표현', '풍부한_표현', '간결한_표현']"
기럭지,o,['몸매'],7,"[1, -1, 0]","['우월한_기럭지', '막히는_기럭지', '놀라_기럭지']"
슈트핏,o,['패션'],7,"[1, 1]","['완벽한_슈트핏', '훈훈한_슈트핏']"
수영복,o,['패션'],7,"[1, 1, 1, 0]","['화사_수영복', '시원한_수영복', '섹시한_수영복', '받은_수영복']"
미모 포토,o,['사진'],7,"[1, 0, 1, 1, 1]","['빛나는_미모 포토', '없는_미모 포토', '단아한_미모 포토', '돋보이는_미모 포토', '사로잡은_미모 포토']"
움직임,o,['기타'],7,"[1, 1, 1, 0, 0]","['자유로운_움직임', '화려한_움직임', '사로잡_움직임', '심상치 않은_움직임', '많은_움직임']"
음악 스펙트럼,o,['음악'],7,[1],['음악 스펙트럼_뚜렷']
습득력,o,['기타'],7,"[1, 1]","['습득력_좋은', '습득력_좋아']"
가성,o,['음악'],7,"[1, 0]","['가성_좋다', '가성_아우르는']"
멋짐,o,['분위기'],7,"[0, 1, 1]","['멋짐_폭발한', '멋짐_가득한', '멋짐_웃을']"
청순미,o,['분위기'],7,"[1, 1, 1, 1]","['청순미_뽐내', '청순미_가득한', '청순미_이루', '청순미_돋보이는']"
티저 영상,o,['앨범'],7,"[1, 1, 1, 1, 1, 1]","['티저 영상_감미로운', '티저 영상_달달한', '티저 영상_짜릿한', '티저 영상_스타일리시한', '티저 영상_섬세한', '티저 영상_강렬']"
건강미,o,['분위기'],6,"[1, 1]","['화사_건강미', '탄탄한_건강미']"
허리라인,o,['몸매'],6,"[1, -1, 1, 0, 1]","['잘록한_허리라인', '아슬아슬한_허리라인', '섹시_허리라인', '과감한_허리라인', '늘씬한_허리라인']"
소장가치,o,['기타'],6,[1],['소장가치_높였']
컨셉트,o,['기타'],6,[1],['컨셉트_확실']
효과,o,['기타'],6,"[1, 1, 1, 1]","['효과_기대된다', '효과_대단하다', '효과_대단하네', '효과_기대할']"
섹시,o,['분위기'],6,"[1, 1, 1, 1, 1]","['섹시_시크한', '섹시_발랄한', '섹시_당당한', '섹시_상큼한', '섹시_청순한']"
자체 최고 기록,o,['기타'],6,"[1, 1, 1, 1]","['자체 최고 기록_달성했', '자체 최고 기록_달성', '자체 최고 기록_달성하', '자체 최고 기록_달성한']"
다리,o,['몸매'],6,"[1, 1, 1, 1, 1]","['다리_자랑했', '다리_완벽한', '다리_뽐내', '다리_너무 예쁘다', '다리_사로잡는']"
액세서리,o,['패션'],6,"[1, 1, 1, 1, 1]","['액세서리_가능하다', '액세서리_착용', '액세서리_사로잡는', '액세서리_더욱 돋보이게', '액세서리_자랑했']"
연기력,o,['연기력'],5,"[1, 1, 1]","['탄탄한_연기력', '탁월한_연기력', '섬세한_연기력']"
멋짐,o,['분위기'],5,"[0, 1, 1]","['없는_멋짐', '매력있_멋짐', '빛나는_멋짐']"
러블리 매력,o,['분위기'],5,"[1, 1, 1]","['상큼_러블리 매력', '귀여움_러블리 매력', '사로잡는_러블리 매력']"
라디오,o,['이벤트'],5,"[1, 1, 1, 0]","['유명_라디오', '화사_라디오', '자랑하는_라디오', '많은_라디오']"
청순미,o,['분위기'],5,"[1, 1, 1, 0]","['돋보이는_청순미', '압도_청순미', '빛나는_청순미', '폭발하는_청순미']"
헤어 컬러,o,['뷰티'],5,"[1, 1, 1]","['밝은_헤어 컬러', '사로잡는_헤어 컬러', '독특한_헤어 컬러']"
무대의상,o,['패션'],5,"[1, 1, 1, 0]","['화려한_무대의상', '화사_무대의상', '사로잡는_무대의상', '과감한_무대의상']"
관능미,o,['분위기'],5,"[1, 1, 1, 0]","['압도_관능미', '화사_관능미', '완벽한_관능미', '없는_관능미']"
밸런스,o,['기타'],5,[1],['밸런스_좋다']
일화,o,['기타'],5,"[1, 1, 1]","['일화_밝혀', '일화_고백', '일화_유명하']"
대기록,o,['기타'],5,"[1, 1, 1]","['대기록_달성했', '대기록_달성', '대기록_달성한']"
움직임,o,['기타'],5,"[1, 1, 1, 1]","['움직임_사로잡는', '움직임_활발하', '움직임_다양', '움직임_선보였']"
슈트핏,o,['패션'],5,"[1, 1, 1, 1]","['슈트핏_자랑하', '슈트핏_자랑했', '슈트핏_뽐낸', '슈트핏_완벽']"
실망감,o,['반응'],5,"[-1, 0, 0]","['실망감_분노', '실망감_느끼셨', '실망감_드러냈']"
그림,o,['기타'],5,"[1, 1, -1, -1, 1]","['그림_좋은', '그림_자랑', '그림_못하는', '그림_아파', '그림_완성']"
건강미,o,['분위기'],5,"[1, 1, 1, 1, 0]","['건강미_과시했', '건강미_가득한', '건강미_돋보이는', '건강미_자랑했', '건강미_드러냈']"
정규앨범,o,['앨범'],5,"[1, 1, 0, 1, 1]","['정규앨범_기대', '정규앨범_신기', '정규앨범_많은', '정규앨범_한층 성숙한', '정규앨범_완성']"
역동성,o,['기타'],4,[1],['파워풀한_역동성']
연주 실력,o,['퍼포먼스'],4,"[1, 1]","['탁월한_연주 실력', '화려한_연주 실력']"
꽃미모,o,['얼굴'],4,"[0, 1, 1]","['없는_꽃미모', '뽐낸_꽃미모', '사랑해_꽃미모']"
민낯,o,['뷰티'],4,"[1, 0, 0]","['빛나는_민낯', '없는_민낯', '수줍은_민낯']"
청량감,o,['분위기'],4,"[1, 1, 1]","['발랄한_청량감', '파워풀한_청량감', '강렬함_청량감']"
단발 헤어스타일,o,['뷰티'],4,"[1, 1, 0]","['세련된_단발 헤어스타일', '사랑스러운_단발 헤어스타일', '변신한_단발 헤어스타일']"
슈트,o,['패션'],4,"[1, 1, 1, 1]","['완벽_슈트', '시크한_슈트', '좋을_슈트', '컬러풀한_슈트']"
수록곡,o,['앨범'],4,"[1, 1, 0, 1]","['추천하는_수록곡', '화사_수록곡', '펑키한_수록곡', '더불_수록곡']"
청순 미모,o,['얼굴'],4,"[1, 1, -1, 0]","['사로잡은_청순 미모', '뽐낸_청순 미모', '기죽이는_청순 미모', '없는_청순 미모']"
센스,o,['기타'],4,"[0, 1, 1, 1]","['없는_센스', '톡톡 튀는_센스', '다양한_센스', '반한_센스']"
공항패션,o,['패션'],4,"[1, 1, 1]","['공항패션_선보였', '공항패션_자랑했', '공항패션_화려한']"
언행,o,['기타'],4,"[-1, -1, -1]","['언행_조심', '언행_후회', '언행_후회하']"
기럭지,o,['몸매'],4,"[1, 1, 0]","['기럭지_뽐내', '기럭지_과시했', '기럭지_없네']"
민낯,o,['뷰티'],4,"[1, 1, 1, -1]","['민낯_사로잡는', '민낯_예쁘', '민낯_예쁘네', '민낯_무섭다']"
행사,o,['이벤트'],4,"[0, 1, -1, 1]","['행사_막을', '행사_끌었', '행사_아니', '행사_장식']"
생머리,o,['뷰티'],4,"[1, 1, 1, 1]","['생머리_예쁘죠', '생머리_자랑하', '생머리_우월한', '생머리_돋보이는']"
눈망울,o,['얼굴'],4,"[1, 0, 1, 0]","['눈망울_완벽한', '눈망울_여리여리한', '눈망울_돋보이는', '눈망울_작은']"
미니앨범,o,['앨범'],3,[1],['화사_미니앨범']
콩트 연기,o,['작품성'],3,[-1],['능청스러운_콩트 연기']
근육,o,['몸매'],3,"[1, 1]","['탄탄한_근육', '설렘_근육']"
중저음,o,['가창력'],3,"[1, 1]","['따뜻한_중저음', '소울풀한_중저음']"
밸런스,o,['기타'],3,"[1, 1]","['이루는_밸런스', '완벽한_밸런스']"
컨셉트,o,['기타'],3,"[1, 1]","['독특한_컨셉트', '다양한_컨셉트']"
단발,o,['뷰티'],3,"[1, 1, 1]","['사랑스러운_단발', '화사_단발', '세련된_단발']"
비키니,o,['패션'],3,"[1, 0, 1]","['상큼한_비키니', '과감한_비키니', '화사_비키니']"
다리,o,['몸매'],3,"[-1, 1, 1]","['아찔한_다리', '늘씬한_다리', '화사_다리']"
차트,o,['앨범'],3,"[-1, 1, 0]","['강탈하는_차트', '믿듣_차트', '높은_차트']"
고혹미,o,['분위기'],3,"[1, 1, 1]","['화사_고혹미', '어울리는_고혹미', '뽐낸_고혹미']"
레깅스 패션,o,['패션'],3,"[1, 1, 1]","['멋스러운_레깅스 패션', '화사한_레깅스 패션', '완벽한_레깅스 패션']"
패션센스,o,['패션'],3,"[1, 0, 1]","['돋보인_패션센스', '없는_패션센스', '독특한_패션센스']"
조각 미남 자태,o,['얼굴'],3,[1],['조각 미남 자태_사로잡았']
앞머리,o,['뷰티'],3,"[0, 1]","['앞머리_없는', '앞머리_용납']"
미담,o,['기타'],3,"[0, 1]","['미담_없냐', '미담_아끼는']"
독무,o,['안무'],3,"[1, 1]","['독무_사로잡았', '독무_선보였']"
드레스룩,o,['패션'],3,"[1, 1]","['드레스룩_선보였', '드레스룩_사로잡았']"
관능미,o,['분위기'],3,"[1, 1, 1]","['관능미_뽐내', '관능미_완벽한', '관능미_자아내는']"
패션센스,o,['패션'],3,"[1, 1, 1]","['패션센스_자랑했', '패션센스_돋보이는', '패션센스_사로잡는']"
단발,o,['뷰티'],3,"[0, 1, 1]","['단발_변신한', '단발_시크한', '단발_괜찮']"
고혹미,o,['분위기'],3,"[0, 1, 1]","['고혹미_드러냈', '고혹미_과시했', '고혹미_섹시']"
비키니,o,['패션'],3,"[-1, 1, 1]","['비키니_아찔한', '비키니_화사', '비키니_뽐내']"
에너지 발산,o,['분위기'],2,[1],['밝은_에너지 발산']
드레스룩,o,['패션'],2,[1],['섹시한_드레스룩']
인지도,o,['기타'],2,[0],['높은_인지도']
웨딩드레스 자태,o,['패션'],2,"[1, 1]","['반할_웨딩드레스 자태', '빛나는_웨딩드레스 자태']"
주목도,o,['기타'],2,"[0, 1]","['높은_주목도', '높이는_주목도']"
센터미모,o,['얼굴'],2,"[1, 1]","['빛나는_센터미모', '돋보이는_센터미모']"
미니드레스,o,['패션'],2,"[1, 1]","['깜찍한_미니드레스', '사랑스러운_미니드레스']"
화음,o,['가창력'],2,"[1, 1]","['감동_화음', '청아한_화음']"
친분,o,['사회성'],2,"[1, 0]","['특별한_친분', '단순한_친분']"
앞머리,o,['뷰티'],2,"[1, 1]","['사로잡는_앞머리', '화사_앞머리']"
성량,o,['가창력'],2,"[1, 1]","['사로잡는_성량', '파워풀한_성량']"
백옥 피부,o,['얼굴'],2,"[1, 0]","['어울리는_백옥 피부', '없는_백옥 피부']"
뮤비,o,['앨범'],2,"[1, 0]","['승리_뮤비', '가장 많은_뮤비']"
청순미모,o,['얼굴'],2,"[1, 1]","['반한_청순미모', '세련된_청순미모']"
독무,o,['안무'],2,"[1, 1]","['특별한_독무', '돋보이는_독무']"
사복패션,o,['패션'],2,[1],['사복패션_자랑했']
미니 앨범,o,['앨범'],2,[1],['미니 앨범_기대']
모범,o,['기타'],2,[-1],['모범_잃은']
허리라인,o,['몸매'],2,[1],['허리라인_자랑했']
중저음,o,['가창력'],2,[1],['중저음_세련된']
리더십,o,['기타'],2,"[1, 1]","['리더십_강하', '리더십_돋보이는']"
슈트,o,['패션'],2,"[1, 1]","['슈트_감탄', '슈트_추천']"
소녀미,o,['분위기'],2,"[0, 1]","['소녀미_드러냈', '소녀미_돋보이는']"
시선강탈,o,['표정'],2,"[1, 1]","['시선강탈_상큼한', '시선강탈_예쁘다']"
윙크,o,['표정'],2,"[1, 1]","['윙크_웃기', '윙크_심쿵']"
러블리 매력,o,['분위기'],2,"[1, 1]","['러블리 매력_예쁨', '러블리 매력_상큼한']"
손인사,o,['포즈'],2,"[0, 1]","['손인사_수줍은', '손인사_멋있네']"
수영복,o,['패션'],2,"[-1, 1]","['수영복_아찔한', '수영복_건강']"
수상소감,o,['기타'],2,"[1, -1]","['수상소감_선보였', '수상소감_포기할']"
패션감각,o,['패션'],2,"[1, 1]","['패션감각_뽐내', '패션감각_뽐낸']"
주목도,o,['기타'],2,"[0, 1]","['주목도_높다', '주목도_높였']"
성량,o,['가창력'],2,"[1, 1]","['성량_뽐내', '성량_자랑했']"
성대모사,o,['기타'],2,"[-1, 1]","['성대모사_부족', '성대모사_선보였']"
사복패션,o,['패션'],1,[1],['편안한_사복패션']
반전매력,o,['분위기'],1,[1],['청순한_반전매력']
모범,o,['기타'],1,[1],['사랑_모범']
무대매너,o,['퍼포먼스'],1,[1],['능숙한_무대매너']
리더십,o,['기타'],1,[1],['밝은_리더십']
허리둘레,o,['몸매'],1,[-1],['힘든_허리둘레']
소녀미,o,['분위기'],1,[1],['신비로운_소녀미']
청순 비주얼,o,['얼굴'],1,[1],['상큼_청순 비주얼']
중단발,o,['뷰티'],1,[1],['사랑스러운_중단발']
시선강탈,o,['표정'],1,[1],['화사_시선강탈']
연예인 포스,o,['분위기'],1,[1],['화사_연예인 포스']
벌크업,o,['몸매'],1,[1],['화사_벌크업']
치명적 눈빛,o,['표정'],1,[1],['화사_치명적 눈빛']
쌍꺼풀,o,['얼굴'],1,[1],['또렷한_쌍꺼풀']
화장,o,['뷰티'],1,[1],['트렌디한_화장']
정규앨범,o,['앨범'],1,[1],['선사하는_정규앨범']
활력,o,['기타'],1,[1],['든든한_활력']
수상소감,o,['기타'],1,[1],['감동_수상소감']
선곡,o,['기타'],1,[1],['잘하는_선곡']
청순 비주얼,o,['얼굴'],1,[1],['청순 비주얼_화사한']
콩트,o,['작품성'],1,[1],['콩트_성공']
벌크업,o,['몸매'],1,[1],['벌크업_감탄']
미니드레스,o,['패션'],1,[1],['미니드레스_선보였']
음색 깡패,o,['가창력'],1,[1],['음색 깡패_자랑했']
반전 볼륨,o,['몸매'],1,[1],['반전 볼륨_성숙']
근육,o,['몸매'],1,[1],['근육_예쁘']
연예인 포스,o,['분위기'],1,[1],['연예인 포스_화려함']
솔로 퍼포먼스,o,['퍼포먼스'],1,[1],['솔로 퍼포먼스_여유']
개그,o,['작품성'],1,[1],['개그_인정했']
음정,o,['가창력'],1,[1],['음정_자랑하']
트렌딩,o,['반응'],1,[1],['트렌딩_사로잡은']
웨딩드레스 자태,o,['패션'],1,[1],['웨딩드레스 자태_완벽']
치명적 눈빛,o,['표정'],1,[1],['치명적 눈빛_섹시']
쌍꺼풀,o,['얼굴'],1,[1],['쌍꺼풀_자랑하']
연주 실력,o,['퍼포먼스'],1,[1],['연주 실력_기대']
매력 만점,o,['분위기'],1,[1],['매력 만점_사로잡았']
모멘텀,o,['기타'],1,[1],['모멘텀_기대']
고양이 눈빛,o,['표정'],1,[1],['고양이 눈빛_세련된']
압도적 카리스마,o,['분위기'],1,[1],['압도적 카리스마_기대']
기술,o,['기타'],1,[1],['기술_발전']
작품성,o,['작품성'],1,[1],['작품성_인정받았']
흑백 화보,o,['사진'],1,[1],['흑백 화보_자랑했']
선행,o,['이벤트'],1,[1],['선행_기부']
레깅스 패션,o,['패션'],1,[1],['레깅스 패션_내추럴한']
눈웃음,o,['표정'],1,[1],['눈웃음_자아냈']
허리둘레,o,['몸매'],1,[1],['허리둘레_자랑했']
멜로디,o,['음악'],230,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, -1, 1]","['세련된_멜로디', '감미로운_멜로디', '리드미컬한_멜로디', '경쾌한_멜로디', '시원한_멜로디', '밝은_멜로디', '톡톡 튀는_멜로디', '웅장한_멜로디', '로맨틱한_멜로디', '다채롭고 파워풀한_멜로디', '순수한_멜로디', '화려한_멜로디', '자극하는_멜로디', '다이나믹한_멜로디', '발랄한_멜로디', '다이내믹한_멜로디', '통통 튀는_멜로디', '이루_멜로디', '사랑한_멜로디', '달콤살벌한_멜로디', '포근한_멜로디', '독특한_멜로디', '좋은_멜로디', '다정한_멜로디', '죽기_멜로디', '영롱한_멜로디']"
음악적 스펙트럼,o,['음악'],187,"[1, 1, 0, 0, 1, 1]","['폭넓은_음악적 스펙트럼', '깊어진_음악적 스펙트럼', '넓은_음악적 스펙트럼', '없는_음악적 스펙트럼', '다양한_음악적 스펙트럼', '깊은_음악적 스펙트럼']"
무대들,o,['퍼포먼스'],177,"[1, 1, 1, 1, 1, 1, 1, 0]","['특별한_무대들', '화려한_무대들', '자랑하는_무대들', '물씬 풍기는_무대들', '다양한_무대들', '따스한_무대들', '풍성한_무대들', '보여주지 못했던_무대들']"
히트곡,o,['음악'],143,"[1, 0, 1, 0, -1, 1, 1]","['수많은_히트곡', '많은_히트곡', '다양한_히트곡', '함께 다양한_히트곡', '속한_히트곡', '화사_히트곡', '걸출한_히트곡']"
음악 세계,o,['음악'],120,"[1, 1, 1, 1, 0, 0, 1]","['깊어진_음악 세계', '풍성한_음악 세계', '폭넓은_음악 세계', '화사_음악 세계', '넓은_음악 세계', '놀라_음악 세계', '충분한_음악 세계']"
음악 활동,o,['음악'],99,"[1, 1, 0, 1, 1]","['활발한_음악 활동', '다양한_음악 활동', '넓은_음악 활동', '꾸준한_음악 활동', '잘하는_음악 활동']"
음악적 역량,o,['음악'],97,"[1, 1, 1, 1, 0, 1, 1]","['한층 성장한_음악적 역량', '탄탄한_음악적 역량', '탁월한_음악적 역량', '폭넓은_음악적 역량', '넓은_음악적 역량', '출중한_음악적 역량', '한층 성숙한_음악적 역량']"
멜로디,o,['음악'],87,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","['멜로디_돋보이는', '멜로디_돋우는', '멜로디_완성하', '멜로디_대비되는', '멜로디_자랑했', '멜로디_사로잡았', '멜로디_청량함', '멜로디_사랑받', '멜로디_선보였', '멜로디_파워풀한', '멜로디_더하', '멜로디_돋보인', '멜로디_독특하', '멜로디_폭넓은', '멜로디_아니', '멜로디_이루']"
긍정 에너지,o,['분위기'],86,"[1, 0, 0]","['유쾌한_긍정 에너지', '없는_긍정 에너지', '통통 튀는_긍정 에너지']"
음악적 색깔,o,['음악'],75,"[1, 0]","['다양한_음악적 색깔', '더하는_음악적 색깔']"
에피소드,o,['이벤트'],71,"[1, 1, 1, 0, 1, -1, 1, 1]","['다양한_에피소드', '특별한_에피소드', '유쾌한_에피소드', '없던_에피소드', '훈훈한_에피소드', '비웃_에피소드', '웃픈_에피소드', '완성한_에피소드']"
볼거리,o,['기타'],67,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1]","['볼거리_선보였', '볼거리_선사할', '볼거리_가득한', '볼거리_더한', '볼거리_선사한', '볼거리_풍성한', '볼거리_풍성하게 채웠', '볼거리_풍부한', '볼거리_많다', '볼거리_자랑했']"
이벤트,o,['이벤트'],65,"[1, 1, 1, 1, 0]","['다양한_이벤트', '특별한_이벤트', '축하하는_이벤트', '섬세한_이벤트', '받은_이벤트']"
글로벌 인기,o,['기타'],64,"[1, 1, 1, 1, 1]","['폭넓은_글로벌 인기', '막강한_글로벌 인기', '탄탄한_글로벌 인기', '강력한_글로벌 인기', '꾸준한_글로벌 인기']"
컴백 활동,o,['앨범'],54,"[1, 1]","['활발한_컴백 활동', '성공_컴백 활동']"
감정 표현,o,['기타'],48,"[1, 1, 0, 1, -1]","['섬세한_감정 표현', '풍부한_감정 표현', '세밀한_감정 표현', '다양한_감정 표현', '모르는_감정 표현']"
무대 연출,o,['퍼포먼스'],44,"[1, 1]","['특별한_무대 연출', '화려한_무대 연출']"
커버 영상,o,['앨범'],44,"[1, 1, 1]","['다양한_커버 영상', '선사할_커버 영상', '특별한_커버 영상']"
댄스,o,['안무'],44,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1]","['파워풀한_댄스', '가득한_댄스', '없는_댄스', '날렵한_댄스', '완벽한_댄스', '화려한_댄스', '다양한_댄스', '상큼한_댄스', '좋아_댄스', '파워풀_댄스', '아슬아슬한_댄스', '사로잡는_댄스', '신나는_댄스', '뺨치는_댄스', '지우_댄스', '달콤함_댄스']"
댄스,o,['안무'],39,"[1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","['댄스_선보였', '댄스_희망', '댄스_아니', '댄스_선보이는', '댄스_휩쓸', '댄스_사랑하는', '댄스_돋보이는', '댄스_열광하', '댄스_더하', '댄스_돋보였다', '댄스_끌었', '댄스_좋아하는', '댄스_즐기', '댄스_선보이고 있는', '댄스_못하는']"
무대 매너,o,['퍼포먼스'],38,"[1, 1, 1, 0, 1]","['여유로운_무대 매너', '화려한_무대 매너', '능숙한_무대 매너', '느껴지는_무대 매너', '파워풀한_무대 매너']"
선율,o,['음악'],38,"[1, 1, 1, 1, 1]","['화려한_선율', '감미로운_선율', '풍부한_선율', '리드미컬한_선율', '풍성한_선율']"
음악들,o,['음악'],38,"[1, 0, 1, 1, 1, 1]","['풍부한_음악들', '받은_음악들', '풍성한_음악들', '다양한_음악들', '개성있는_음악들', '트렌디한_음악들']"
인기 상승세,o,['분위기'],34,[1],['꾸준한_인기 상승세']
프로젝트,o,['기타'],33,"[1, 1, 0, 1, 1, 1, 1, 0]","['새롭게 선보이는_프로젝트', '특별한_프로젝트', '유의미한_프로젝트', '선보이는_프로젝트', '다양한_프로젝트', '받기_프로젝트', '빛나는_프로젝트', '많은_프로젝트']"
라이브,o,['퍼포먼스'],33,"[1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1]","['라이브_선보였', '라이브_선사한', '라이브_위협', '라이브_사로잡았', '라이브_선보이는', '라이브_자랑', '라이브_설레', '라이브_뽐내', '라이브_힘들', '라이브_완벽한', '라이브_발랄하']"
힙합,o,['음악'],33,"[1, 1, 0, 1, 1, 0, -1]","['힙합_영원한', '힙합_어울리', '힙합_많은', '힙합_거침없는', '힙합_주목받는', '힙합_펑키한', '힙합_속한']"
금발,o,['뷰티'],31,"[1, 1, -1, 1, 1, 1]","['화려한_금발', '빛나는_금발', '부스스한_금발', '화사_금발', '사로잡는_금발', '섹시한_금발']"
콜라보 무대,o,['퍼포먼스'],29,"[1, 1, 1, 1, 1]","['특별한_콜라보 무대', '뛰어넘는_콜라보 무대', '선사할_콜라보 무대', '다양한_콜라보 무대', '신선한_콜라보 무대']"
인성,o,['사회성'],29,"[1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1]","['인성_좋다', '인성_좋아', '인성_돋보이는', '인성_좋은', '인성_의심', '인성_극찬했', '인성_걱정', '인성_달달한', '인성_반가운', '인성_우월한', '인성_노력하는']"
예능 프로그램,o,['이벤트'],27,[1],['다양한_예능 프로그램']
셀카,o,['사진'],27,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, -1, 1]","['가득한_셀카', '돋보이는_셀카', '시크한_셀카', '장난스러운_셀카', '다정한_셀카', '사랑스러운_셀카', '깜찍한_셀카', '사로잡는_셀카', '유쾌한_셀카', '자랑하는_셀카', '없는_셀카', '개성있는_셀카', '러블리한_셀카', '과감한_셀카', '아찔한_셀카', '예쁨_셀카']"
연기 스펙트럼,o,['연기력'],26,[1],['폭넓은_연기 스펙트럼']
음악적 성장,o,['음악'],26,"[1, 0]","['꾸준한_음악적 성장', '없는_음악적 성장']"
컴백 무대,o,['퍼포먼스'],25,"[1, 1, 1, 1, 1, 1, 0, 1]","['화려한_컴백 무대', '다양한_컴백 무대', '돋보이는_컴백 무대', '완벽한_컴백 무대', '풍성한_컴백 무대', '성공_컴백 무대', '없는_컴백 무대', '우아_컴백 무대']"
콘서트,o,['이벤트'],25,"[-1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","['콘서트_아니', '콘서트_가능', '콘서트_즐기', '콘서트_사로잡았', '콘서트_감탄했', '콘서트_유일하', '콘서트_높은', '콘서트_없어', '콘서트_추진할', '콘서트_선보였', '콘서트_선사할', '콘서트_기대된다', '콘서트_열광', '콘서트_환호', '콘서트_압도', '콘서트_받을', '콘서트_가능하다', '콘서트_개선']"
발라드,o,['음악'],24,"[1, 1, 0, 1, 1, 1, 1, 1]","['선보이는_발라드', '감미로운_발라드', '애절한_발라드', '유명_발라드', '경쾌한_발라드', '따뜻한_발라드', '과시한_발라드', '세련된_발라드']"
헤어 스타일,o,['뷰티'],23,"[1, 1, 1]","['유니크한_헤어 스타일', '다양한_헤어 스타일', '깔끔한_헤어 스타일']"
음악 감성,o,['음악'],23,"[1, 1]","['사랑스럽고 청량한_음악 감성', '유니크한_음악 감성']"
